 Rk,Pass Coverage Player,Pass Coverage Age,Pass Coverage Team,Pass Coverage Pos,Pass Coverage GAME,Pass Coverage GameStart,Pass Coverage Int,Pass Coverage Tgt,Pass Coverage Cmp,Pass Coverage Cmp%,Pass Coverage Yds,Pass Coverage Yds/Cmp,Pass Rush Yds/Tgt,Pass Rush TD,Pass Rush Rat,Pass Rush DADOT,Pass Rush Air,Pass Rush YAC,Tackles Bltz,Tackles Hrry,Tackles QBKD,additional Bats, Sk, Prss, Comb, MTkl, MTkl%,,
309,Jer'Zhan Newton,22,WAS,LDT,16,11,0,0,0,0,0,0,0,0,2,5,1,2,9,44,1,2.2,NewtJe00,,,,,,
310,Dee Winters,24,SFO,RLB,15,10,0,27,20,74.1,174,8.7,6.4,0,90.7,2.9,63,111,15,0,0,0,0,0,44,6,12,WintDe00,
311,Nnamdi Madubuike,27,BAL,DT,17,17,0,0,0,0,0,0,0,0,4,9,1,6.5,21,43,1,2.3,PB,MaduJu00,,,,,
312,Jaylen McCollough,24,LAR,DB,17,1,4,25,16,64,156,9.8,6.2,2,68.5,7.5,106,50,7,0,1,0,0,1,43,1,2.3,McCoJa02,
313,Micah Parsons,25,DAL,LLB,13,13,0,4,4,100,30,7.5,7.5,0,97.9,-2.8,-11,41,32,21,12,1,12,46,43,6,12.2,PBAP DPoY-17,ParsMi00
314,Malcolm Roach,26,DEN,DT,17,1,0,1,0,0,0,0,0,39.6,13,0,0,0,5,6,1,2.5,14,43,5,10.4,RoacMa01,,
315,Malcolm Rodriguez,25,DET,RLB,10,6,0,19,16,84.2,103,6.4,5.4,0,89.3,4.6,47,56,43,0,0,0,2,2,43,2,4.4,RodrMa00,
316,Khalen Saunders,28,NOR,LDT,13,10,1,2,2,100,5,2.5,2.5,0,39.6,1.5,3,2,1,2,3,1,2,7,43,2,4.4,SaunKh00,
317,Jalen Carter,23,PHI,LDT,16,15,0,2,2,100,-2,-1,-1,0,79.2,-5,-10,8,0,7,11,5,4.5,23,42,9,17.6,PBAP-2AP DPoY-12,CartJa05
318,Quandre Diggs,31,TEN,SS,8,8,0,19,14,73.7,176,12.6,9.3,2,137.2,11.9,82,94,2,0,0,0,0,0,42,2,4.5,DiggQu00,
319,Trevon Diggs,26,DAL,RCB,11,11,2,55,33,60,398,12.1,7.2,3,85.3,9.3,186,212,1,0,0,1,0,0,42,9,17.6,DiggTr00,
320,Leonard Floyd,32,SFO,RDE,17,17,0,2,2,100,13,6.5,6.5,0,93.7,0.5,1,12,3,5,6,1,8.5,21,42,6,12.5,FloyLe00,
321,D.J. Jones,29,DEN,NT,17,17,0,0,0,0,0,0,0,0,4,1,3,1,7,42,3,6.7,JoneD.01,,,,,,
322,Travis Jones,25,BAL,NT,17,15,0,1,1,100,0,0,0,0,79.2,-8,-8,8,0,4,3,0,1,8,42,0,0,JoneTr00,
323,Arden Key,28,TEN,LOLB,16,15,0,5,2,40,13,6.5,2.6,0,47.9,-0.8,-1,14,11,4,7,1,6.5,18,42,6,12.5,KeyxAr00,
324,Kool-Aid McKinstry,22,NOR,RCB,15,9,0,62,34,54.8,454,13.4,7.3,2,89,12,286,168,2,0,0,0,0,0,42,7,14.3,McKiKo00,
325,Daron Payne,27,WAS,RDT,17,17,0,2,2,100,-10,-5,-5,0,79.2,-6.5,-13,3,0,9,2,2,4,16,42,5,10.6,PaynDa00,
326,Nolan Smith,23,PHI,LOLB,16,10,0,5,4,80,25,6.3,5,1,127.1,1,-1,26,15,4,4,2,6.5,15,42,1,2.3,SmitNo02,
327,Dante Stills,25,ARI,DT,16,10,0,1,1,100,3,3,3,0,79.2,-7,-7,10,0,1,2,1,4.5,8,42,3,6.7,StilDa01,
328,Tuli Tuipulotu,22,LAC,OLB,17,9,0,6,4,66.7,30,7.5,5,1,118.1,3.2,8,22,20,2,7,1,8.5,19,42,5,10.6,TuipTu00,
329,Vita Vea,29,TAM,NT,16,16,0,1,1,100,6,6,6,0,91.7,4,4,2,0,5,6,1,7,18,42,1,2.3,PB,VeaxVi00
330,Marcus Maye,31,2TM,S,15,4,1,20,11,55,85,7.7,4.3,1,61.5,10.8,35,50,6,1,0,0,0,1,42,3,6.7,MayeMa00,
330,Marcus Maye,31,MIA,S,11,3,0,16,9,56.3,71,7.9,4.4,0,67.4,9.9,25,46,4,0,0,0,0,0,30,3,9.1,MayeMa00,
330,Marcus Maye,31,LAC,S,4,1,1,4,2,50,14,7,3.5,1,58.3,14.3,10,4,2,1,0,0,0,1,12,0,0,MayeMa00,
331,DaRon Bland,25,DAL,CB,7,7,0,51,31,60.8,328,10.6,6.4,4,105.7,10.6,249,79,0,0,0,0,0,0,41,2,4.7,BlanDa00,
332,Jonathan Bullard,31,MIN,RDE,17,17,0,1,1,100,3,3,3,0,79.2,-4,-4,7,1,1,2,2,1,4,41,2,4.7,BullJo00,
333,Oren Burks,29,PHI,LB,17,2,0,16,15,93.8,91,6.1,5.7,0,90.4,1.9,28,63,3,0,0,0,0,0,41,1,2.4,BurkOr00,
334,Michael Danna,27,KAN,RDE,13,12,0,2,1,50,-1,-1,-0.5,0,56.2,-0.5,-8,7,1,3,4,1,3.5,11,41,0,0,DannMi00,
335,Shaquill Griffin,29,MIN,CB,17,3,2,57,31,54.4,429,13.8,7.5,2,75.8,11.6,310,119,0,0,0,0,0,0,41,1,2.4,GrifSh00,
336,Sam Hubbard,29,CIN,LDE,14,14,1,3,2,66.7,19,9.5,6.3,0,44.4,-1,-5,24,1,0,6,1,2,8,41,2,4.7,HubbSa00,
337,Matt Judon,32,ATL,ROLB,17,15,1,11,7,63.6,89,12.7,8.1,1,81.2,7,45,44,28,3,3,3,5.5,12,41,6,12.8,JudoMa00,
338,Larry Ogunjobi,30,PIT,RDE,15,12,0,0,0,0,0,0,0,0,3,5,0,1.5,10,41,3,6.8,OgunLa00,,,,,,
339,Kwity Paye,26,IND,LDE,15,15,0,2,2,100,34,17,17,0,118.7,6.5,13,21,0,9,4,1,8,22,41,3,6.8,PayeKw00,
340,LaBryan Ray,27,CAR,LDE,16,9,0,0,0,0,0,0,0,0,1,1,0,1,3,41,2,4.7,RayxLa02,,,,,,
341,Mazi Smith,23,DAL,RDT,17,17,0,0,0,0,0,0,0,0,0,1,0,1,3,41,2,4.7,SmitMa06,,,,,,
342,Eric Stokes,25,GNB,RCB,17,7,0,58,36,62.1,403,11.2,6.9,3,100,10.4,281,122,0,0,0,0,0,0,41,3,6.8,StokEr00,
343,Josh Sweat,27,PHI,RLB,16,15,0,2,1,50,13,13,6.5,0,70.8,5,6,7,10,2,6,2,8,16,41,1,2.4,SweaJo00,
344,Kyle Van Noy,33,BAL,ROLB,16,13,0,8,7,87.5,68,9.7,8.5,0,102.1,4.4,35,33,10,4,8,2,12.5,25,41,3,6.8,PB,VanNKy00
345,Darrell Baker,26,TEN,RCB,17,9,0,47,25,53.2,315,12.6,6.7,4,102.7,10.2,182,133,1,0,0,0,0,0,40,4,9.1,BakeDa02,
346,Cole Bishop,22,BUF,S,16,4,0,25,18,72,232,12.9,9.3,2,127.4,8.4,119,113,6,1,0,0,0,1,40,5,11.1,BishCo00,
347,Jaquan Brisker,25,CHI,DB,5,5,1,12,9,75,120,13.3,10,0,71.5,9.8,81,39,3,0,0,0,1,1,40,3,7,BrisJa01,
348,Cobie Durant,26,LAR,RCB,15,14,1,50,27,54,310,11.5,6.2,1,71.2,12.9,241,69,2,0,1,0,1,2,40,3,7,DuraDe01,
349,Brandin Echols,27,NYJ,CB,16,4,2,40,24,60,324,13.5,8.1,3,90,14.5,221,103,0,0,0,0,0,0,40,3,7,EchoBr00,
350,John Franklin-Myers,28,DEN,RDE,17,16,0,1,0,0,0,0,0,39.6,-7,0,0,1,3,10,0,7,21,40,2,4.8,FranJo02,,
351,Elijah Hicks,25,CHI,FS,12,7,0,14,7,50,141,20.1,10.1,1,109.5,17.3,115,26,1,0,0,0,0,0,40,1,2.4,HickEl00,
352,Jarrian Jones,23,JAX,CB,17,4,1,55,37,67.3,404,10.9,7.3,0,81.2,6.1,153,251,8,1,0,0,2,3,40,9,18.4,JoneJa14,
353,Javon Kinlaw,27,NYJ,RDT,17,17,0,0,0,0,0,0,0,2,4,3,0,4.5,12,40,7,14.9,KinlJa00,,,,,,
354,Boye Mafe,26,SEA,LOLB,15,11,0,9,7,77.8,78,11.1,8.7,0,102.8,0.8,-5,83,25,9,6,1,6,21,40,4,9.1,MafeBo00,
355,Anthony Nelson,27,TAM,OLB,17,6,0,9,8,88.9,40,5,4.4,0,85.2,1,13,27,43,6,10,0,4,20,40,3,7,NelsAn01,
356,Jabrill Peppers,29,NWE,S,6,6,1,14,8,57.1,105,13.1,7.5,0,51.2,9.7,61,44,10,1,0,0,0,1,40,2,4.8,PeppJa00,
357,Baylon Spector,26,BUF,LB,11,4,0,23,18,78.3,222,12.3,9.7,0,106.9,5.4,137,85,10,0,0,0,1.5,2,40,3,7,SpecBa00,
358,Grant Stuard,26,IND,LB,17,5,0,14,11,78.6,60,5.5,4.3,0,84.5,0.1,-7,67,5,0,0,0,0,0,40,2,4.8,StuaGr00,
359,Dorance Armstrong Jr.,27,WAS,RDE,16,15,0,3,3,100,20,6.7,6.7,0,94.4,1.7,5,15,0,10,8,1,5,24,39,6,13.3,ArmsDo00,
360,Kingsley Enagbare,24,GNB,DL,17,7,0,7,7,100,38,5.4,5.4,0,89.3,1,7,31,2,5,3,0,4.5,13,39,5,11.4,EnagKi00,
361,A.J. Epenesa,26,BUF,LDE,17,13,0,4,2,50,14,7,3.5,0,58.3,-3.8,-8,22,0,6,4,0,6,16,39,2,4.9,EpenAJ00,
362,Poona Ford,29,LAC,RDT,17,17,1,2,1,50,-3,-3,-1.5,0,16.7,-5.5,-6,3,0,0,6,3,3,9,39,2,4.9,FordPo00,
363,Dante Fowler,30,WAS,LLB,17,7,1,6,3,50,25,8.3,4.2,0,21.5,-0.2,-2,27,20,7,2,0,10.5,20,39,5,11.4,FowlDa00,
364,Patrick Jones II,26,MIN,OLB,15,1,0,2,2,100,15,7.5,7.5,0,97.9,-0.5,-1,16,47,5,5,0,7,17,39,4,9.3,JonePa00,
365,Khalil Mack,33,LAC,LOLB,16,16,0,4,3,75,15,5,3.8,0,80.2,-0.8,6,9,6,7,8,8,6,22,39,5,11.4,PB,MackKh00
366,Rodney McLeod,34,CLE,S,17,5,0,36,19,52.8,230,12.1,6.4,3,100.5,8,100,130,7,0,0,0,0,0,39,5,11.4,McLeRo00,
367,Odafe Oweh,26,BAL,LOLB,17,10,0,5,5,100,56,11.2,11.2,0,113.3,2.4,12,44,7,5,12,0,10,28,39,3,7.1,OwehJa00,
368,Chau Smith-Wade,22,CAR,CB,14,4,1,20,14,70,92,6.6,4.6,1,75.4,4.6,37,55,6,1,0,0,0,1,39,2,4.9,SmitCh05,
369,Charles Snowden,26,LVR,LDE,16,9,0,11,9,81.8,33,3.7,3,0,79.2,3,13,20,12,4,5,4,1.5,11,39,2,4.9,SnowCh00,
370,Arnold Ebiketie,25,ATL,OLB,17,2,0,6,5,83.3,22,4.4,3.7,0,81.9,1.2,10,12,22,12,6,2,6,24,38,3,7.3,EbikAr00,
371,Jonah Elliss,21,DEN,OLB,17,0,0,11,10,90.9,113,11.3,10.3,1,139.8,4.6,51,62,45,3,0,2,5,9,38,1,2.6,ElliJo03,
372,Talanoa Hufanga,25,SFO,S,7,7,0,13,12,92.3,162,13.5,12.5,0,118.6,7.2,82,80,2,0,0,0,0,0,38,5,11.6,HufaTa00,
373,Donte Jackson,29,PIT,LCB,15,15,5,67,40,59.7,551,13.8,8.2,3,69.9,12.7,334,217,0,0,0,0,0,0,38,8,17.4,JackDo02,
374,Jeremiah Ledbetter,30,JAX,DT,15,3,0,1,1,100,3,3,3,0,79.2,-1,-1,4,0,0,2,0,2,4,38,0,0,LedbJe00,
375,Will Anderson,23,HOU,LDE,14,14,0,3,2,66.7,18,9,6,0,82.6,0.3,-6,24,1,9,8,2,11,29,37,4,9.8,AP DPoY-14,AndeWi01
376,Kenny Clark,29,GNB,RDT,17,17,0,1,1,100,7,7,7,0,95.8,-4,-4,11,0,6,4,2,1,11,37,4,9.8,ClarKe01,
377,Derick Hall,23,SEA,RILB,17,14,0,2,1,50,1,1,0.5,0,56.2,0.5,1,0,20,8,13,0,8,29,37,2,5.1,HallDe04,
378,Shelby Harris,33,CLE,RDT,14,13,0,0,0,0,0,0,0,0,4,3,1,1.5,9,37,1,2.6,HarrSh00,,,,,,
379,Cam Hart,24,LAC,CB,14,6,0,58,35,60.3,281,8,4.8,3,89.8,8.6,190,91,1,0,1,0,0.5,2,37,4,9.8,HartCa00,
380,Josh Jobe,26,SEA,CB,10,6,1,50,28,56,354,12.6,7.1,1,76.6,9.8,250,104,0,0,0,0,0,0,37,4,9.8,JobeJo00,
381,Chris Jones,30,KAN,LDT,15,15,0,2,1,50,-6,-6,-3,0,56.2,-5.5,-5,-1,0,17,16,1,5,38,37,2,5.1,PBAP-1AP DPoY-17,JoneCh09
382,Otito Ogbonnia,24,LAC,NT,17,17,0,0,0,0,0,0,0,0,1,3,0,0,4,37,1,2.6,OgboOt00,,,,,,
383,Nathan Shepherd,31,NOR,RDT,16,13,0,0,0,0,0,0,0,0,4,3,0,1.5,9,37,2,5.1,ShepNa00,,,,,,
384,Dadrion Taylor-Demerson,23,ARI,S,17,2,0,20,14,70,171,12.2,8.6,0,96,7.6,99,72,6,0,0,0,0,0,37,3,7.5,TaylDa02,
385,Quinnen Williams,27,NYJ,NT,16,16,0,5,3,60,7,2.3,1.4,0,64.6,-1.6,-3,10,0,9,11,0,6,27,37,10,21.3,PB,WillQu00
386,D.J. Wonnum,27,CAR,LOLB,8,8,0,4,4,100,21,5.3,5.3,0,88.5,-0.5,-2,23,10,6,2,1,4,12,37,5,11.9,WonnDJ00,
387,Keeanu Benton,23,PIT,NT,17,14,1,4,3,75,10,3.3,2.5,0,37.5,-3.3,-11,21,0,4,6,5,1,11,36,4,10,BentKe00,
388,Jaylon Carlies,23,IND,LB,10,6,0,13,12,92.3,100,8.3,7.7,1,124.4,1.5,23,77,7,0,0,0,1,1,36,2,5.3,CarlJa01,
389,Isaiah McGuire,23,CLE,DE,16,3,0,2,0,0,0,0,0,39.6,3,0,0,4,3,6,0,2.5,12,36,0,0,McGuIs00,,
390,Byron Murphy,22,SEA,NT,14,9,0,2,2,100,22,11,11,0,112.5,-1.5,-3,25,0,4,0,0,0.5,5,36,0,0,MurpBy01,
391,Samuel Womack,25,IND,CB,17,8,2,55,33,60,502,15.2,9.1,6,111.3,10.8,358,144,1,0,0,0,0,0,36,5,12.2,WomaSa00,
392,Krys Barnes,26,ARI,LB,17,0,0,10,10,100,102,10.2,10.2,1,142.5,4.9,49,53,6,0,0,0,2,2,35,1,2.8,BarnKr00,
393,Ashtyn Davis,28,NYJ,S,15,1,2,20,14,70,138,9.9,6.9,1,66.2,5.9,55,83,5,1,0,0,0,1,35,3,7.9,DaviAs00,
394,Storm Duck,24,MIA,CB,14,3,0,36,22,61.1,248,11.3,6.9,2,100.2,8.7,176,72,0,0,0,0,0,0,35,4,10.3,DuckSt00,
395,Josh Hayes,25,TAM,DB,15,3,0,33,22,66.7,216,9.8,6.5,4,124.5,9.7,137,79,2,0,0,0,0,0,35,2,5.4,HayeJo01,
396,George Karlaftis III,23,KAN,LDE,16,11,0,8,4,50,37,9.3,4.6,0,63,1.6,0,37,0,11,18,4,8,37,35,1,2.8,KarlGe00,
397,Jonah Laulu,24,LVR,DT,17,7,0,1,1,100,10,10,10,0,108.3,-5,-5,15,0,3,1,2,1,5,35,0,0,LaulJo00,
398,Sam Okuayinonu,26,SFO,DL,16,3,0,8,7,87.5,35,5,4.4,0,84.9,-2.6,-15,50,1,2,4,0,3,9,35,3,7.9,OkuaSa00,
399,Clark Phillips,23,ATL,CB,16,2,1,43,32,74.4,308,9.6,7.2,3,107.5,8.1,185,123,0,0,0,0,0,0,35,6,14.6,PhilCl00,
400,Jack Sanborn,24,CHI,LB,17,3,0,9,8,88.9,128,16,14.2,0,118.7,10.9,90,38,15,1,1,1,1.5,4,35,3,7.9,SanbJa00,
401,Shaq Thompson,30,CAR,LB,4,4,0,10,9,90,47,5.2,4.7,0,86.2,1.1,9,38,9,1,1,0,0,2,35,8,18.6,ThomSh01,
402,Za'Darius Smith,32,2TM,LDE,17,16,0,3,3,100,25,8.3,8.3,0,101.4,-3,-9,34,2,8,7,0,9,25,35,4,10.3,SmitZa00,
402,Za'Darius Smith,32,CLE,LDE,9,9,0,2,2,100,12,6,6,0,91.7,-2.5,-5,17,0,3,2,0,5,10,23,1,4.2,SmitZa00,
402,Za'Darius Smith,32,DET,RDE,8,7,0,1,1,100,13,13,13,0,118.7,-4,-4,17,2,5,5,0,4,15,12,3,20,SmitZa00,
403,Micheal Clemons,27,NYJ,LOLB,17,17,0,1,1,100,9,9,9,0,104.2,-2,-2,11,0,5,4,0,4.5,14,34,4,10.5,ClemMi03,
404,Cameron Jordan,35,NOR,LDE,17,17,1,2,2,100,2,1,1,0,39.6,-2,-4,6,0,4,4,3,4,12,34,0,0,JordCa00,
405,Dell Pettus,23,NWE,S,17,1,0,14,9,64.3,87,9.7,6.2,0,81.5,7.9,48,39,5,0,0,0,1,1,34,0,0,PettDe00,
406,Christian Roland-Wallace,23,KAN,CB,17,2,1,18,15,83.3,153,10.2,8.5,2,116,6.7,91,62,14,1,2,0,0,3,34,0,0,RolaCh00,
407,Marshon Lattimore,28,2TM,CB,9,9,0,32,17,53.1,182,10.7,5.7,1,80.5,10.2,91,91,3,1,0,0,0,1,34,0,0,LattMa01,
407,Marshon Lattimore,28,NOR,CB,7,7,0,22,12,54.5,114,9.5,5.2,0,69.1,9,31,83,3,1,0,0,0,1,30,0,0,LattMa01,
407,Marshon Lattimore,28,WAS,CB,2,2,0,10,5,50,68,13.6,6.8,1,105.4,12.6,60,8,0,0,0,0,0,0,4,0,0,LattMa01,
408,Maliek Collins,29,SFO,LDT,17,17,0,2,2,100,16,8,8,0,100,-0.5,-1,17,0,7,7,0,5,20,33,3,8.3,CollMa00,
409,Devon Key,27,DEN,DB,17,2,0,11,5,45.5,95,19,8.6,2,115.5,13.5,45,50,2,0,0,0,1,1,33,1,2.9,KeyxDe00,
410,Tristin McCollum,25,PHI,S,14,2,0,16,9,56.3,88,9.8,5.5,1,92.7,9.4,44,44,0,0,0,0,0,0,33,4,10.8,McCoTr00,
411,Jeremiah Pharms,28,NWE,DT,16,5,0,0,0,0,0,0,0,0,4,3,0,2,9,33,1,2.9,PharJe00,,,,,,
412,J.J. Russell,26,TAM,LB,16,3,0,18,13,72.2,151,11.6,8.4,1,115.7,5.8,66,85,9,1,0,0,0,1,33,3,8.3,RussJJ00,
413,Lukas Van Ness,23,GNB,DL,17,0,0,4,3,75,20,6.7,5,0,85.4,-4,-11,31,0,4,3,0,3,10,33,3,8.3,VanNLu00,
414,Nate Wiggins,21,BAL,CB,15,6,1,62,31,50,441,14.2,7.1,0,66.7,12.1,336,105,1,1,0,0,0,1,33,4,10.8,AP DRoY-11,WiggNa00
415,Joshua Williams,25,KAN,CB,17,6,0,31,16,51.6,160,10,5.2,1,77.4,10.6,85,75,2,0,0,0,1,1,33,3,8.3,WillJo03,
416,Marcus Williams,28,BAL,FS,11,9,0,24,16,66.7,295,18.4,12.3,3,148.4,13.1,242,53,1,0,0,0,0,0,33,2,5.7,WillMa06,
417,Lorenzo Carter,29,ATL,LOLB,13,11,0,13,13,100,115,8.8,8.8,0,103.5,0.6,8,107,9,1,2,0,0,3,32,7,17.9,CartLo01,
418,K'Lavon Chaisson,25,LVR,DE,15,4,1,11,8,72.7,36,4.5,3.3,1,68.7,-0.3,-9,45,2,2,2,0,5,10,32,9,22,ChaiKL00,
419,Troy Hill,33,CAR,CB,6,2,0,17,15,88.2,135,9,7.9,1,119.4,5.2,71,64,6,0,0,0,0,0,32,5,13.5,HillTr01,
420,Laiatu Latu,24,IND,DE,17,1,0,4,4,100,26,6.5,6.5,0,93.7,0.8,3,23,0,11,8,1,4,23,32,5,13.5,AP DRoY-12,LatuLa00
421,Chad Muma,25,JAX,LB,17,3,0,10,10,100,82,8.2,8.2,1,134.2,2.7,27,55,5,0,0,0,0,0,32,2,5.9,MumaCh00,
422,Tavius Robinson,25,BAL,OLB,17,7,0,3,2,66.7,7,3.5,2.3,0,70.1,0.3,-3,10,0,1,8,0,3.5,13,32,0,0,RobiTa00,
423,Montez Sweat,28,CHI,LDE,16,16,0,1,1,100,11,11,11,0,112.5,4,4,7,0,9,7,2,5.5,22,32,3,8.6,SweaMo00,
424,Darrell Taylor,27,CHI,DL,16,0,0,2,2,100,21,10.5,10.5,0,110.4,2.5,5,16,4,4,6,2,3,13,32,4,11.1,TaylDa00,
425,Carrington Valentine,23,GNB,CB,15,7,2,30,23,76.7,302,13.1,10.1,0,80.1,8.5,150,152,1,0,0,0,0,0,32,4,11.1,ValeCa00,
426,Jaylen Watson,26,KAN,RCB,6,6,0,30,16,53.3,208,13,6.9,0,75.4,11,112,96,4,0,0,0,0,0,32,6,15.8,WatsJa02,
427,Preston Smith,32,2TM,LDE,17,9,0,3,2,66.7,6,3,2,0,70.1,5,6,0,5,7,1,0,4.5,13,32,2,5.9,SmitPr00,
427,Preston Smith,32,GNB,LDE,9,9,0,2,1,50,5,5,2.5,0,56.2,7,5,0,0,7,1,0,2.5,11,19,1,5,SmitPr00,
427,Preston Smith,32,PIT,LB,8,0,0,1,1,100,1,1,1,0,79.2,1,1,0,5,0,0,0,2,2,13,1,7.1,SmitPr00,
428,Mario Edwards,30,HOU,DT,13,12,0,0,0,0,0,0,0,0,4,4,2,3,11,31,5,13.9,EdwaMa01,,,,,,
429,Da'Shawn Hand,29,MIA,DT,17,2,0,2,2,100,34,17,17,0,118.7,-2.5,-5,39,0,0,3,1,1,4,31,1,3.1,HandDa00,
430,Kris Jenkins,23,CIN,LDT,15,9,0,1,1,100,4,4,4,0,83.3,-6,-6,10,0,1,2,0,3,6,31,2,6.1,JenkKr01,
431,Damontae Kazee,31,PIT,S,15,1,1,14,11,78.6,182,16.5,13,1,112.8,10.9,129,53,0,0,0,0,0,0,31,1,3.1,KazeDa00,
432,Josh Newton,24,CIN,RCB,17,6,1,55,31,56.4,382,12.3,6.9,4,94.7,9,228,154,1,0,0,0,0,0,31,6,16.2,NewtJo00,
433,Dayo Odeyingbo,25,IND,RDE,17,14,0,4,4,100,24,6,6,0,91.7,-1.3,-5,29,0,2,13,0,3,19,31,7,18.4,OdeyDa00,
434,Tim Settle,27,HOU,RDT,17,11,0,1,1,100,-3,-3,-3,0,79.2,-3,-3,0,0,4,5,0,5,14,31,3,8.8,SettTi00,
435,Alex Singleton,31,DEN,LB,3,3,1,8,7,87.5,70,10,8.8,1,103.1,2.9,10,60,12,0,1,0,0,1,31,4,11.4,SingAl00,
436,Ahkello Witherspoon,29,LAR,CB,13,5,1,49,32,65.3,415,13,8.5,2,96.9,10.7,285,130,0,0,0,1,0,0,31,5,13.9,WithAh00,
437,Chase Young,25,NOR,DE,17,0,0,2,2,100,14,7,7,0,95.8,-5,-10,24,1,14,13,3,5.5,34,31,3,8.8,YounCh04,
438,Chris Board,29,BAL,LB,17,1,0,9,6,66.7,60,10,6.7,0,85.4,4.6,30,30,5,0,0,0,1,1,30,2,6.3,BoarCh00,
439,Johnathan Hankins,32,SEA,DT,17,8,1,0,0,0,0,0,0,0,0,1,0,1,2,30,1,3.2,HankJo00,,,,,,
440,Darnay Holmes,26,LVR,CB,16,1,0,32,24,75,233,9.7,7.3,1,105.3,6.6,117,116,13,1,0,0,1,2,30,3,9.1,HolmDa01,
441,Eddie Jackson,31,2TM,FS,11,4,0,25,15,60,243,16.2,9.7,3,132.2,15.6,200,43,2,0,1,0,0,1,30,3,9.1,JackEd01,
441,Eddie Jackson,31,BAL,FS,9,4,0,25,15,60,243,16.2,9.7,3,132.2,15.6,200,43,1,0,1,0,0,1,30,3,9.1,JackEd01,
441,Eddie Jackson,31,LAC,FS,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,JackEd01,,,,,,,
442,Anfernee Orji,24,NOR,LB,16,2,0,10,9,90,66,7.3,6.6,0,94.2,1.3,14,52,3,0,0,0,0,0,30,6,16.7,OrjiAn00,
443,Nick Scott,29,CAR,S,10,4,0,17,14,82.4,186,13.3,10.9,1,131.9,10.2,101,85,2,1,0,0,0,1,30,6,16.7,ScotNi01,
444,Tedarrell Slaton,27,GNB,LDT,17,17,0,0,0,0,0,0,0,0,1,2,0,1,4,30,4,11.8,SlatTe00,,,,,,
445,Chandler Wooten,25,CAR,LB,5,2,0,11,8,72.7,123,15.4,11.2,0,109.3,4,31,92,6,0,0,0,0,0,30,4,11.8,WootCh00,
446,Arik Armstead,31,JAX,DE,17,1,0,1,0,0,4,4,0,43.7,-3,-3,7,0,4,5,3,2,11,29,1,3.3,ArmsAr01,,
447,L.J. Collier,29,ARI,LDE,17,15,0,1,1,100,11,11,11,0,112.5,-5,-5,16,0,5,2,1,3.5,11,29,2,6.5,CollLJ00,
448,Junior Colson,22,LAC,LB,11,1,0,18,11,61.1,120,10.9,6.7,1,99.3,4.8,51,69,9,1,1,0,0,2,29,2,6.5,ColsJu00,
449,Tyler Davis,24,LAR,DL,16,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,29,2,6.5,DaviTy05,,,,,,
450,Jaden Hicks,22,KAN,DB,17,1,3,20,12,60,144,12,7.2,1,59.2,11.9,96,48,7,1,0,0,0,1,29,1,3.3,HickJa01,
451,Ed Oliver,27,BUF,LDT,14,14,0,2,1,50,6,6,3,0,56.2,-4,-4,10,0,6,10,0,3,19,29,1,3.3,OlivEd00,
452,Amani Oruwariye,28,DAL,CB,7,4,1,32,24,75,361,15,11.3,2,119.4,12.8,228,133,0,0,0,0,0,0,29,3,9.4,OruwAm00,
453,Ty Summers,29,NYG,LB,16,2,0,8,6,75,52,8.7,6.5,0,91.7,-0.5,-10,62,4,0,0,0,0,0,29,1,3.3,SummTy00,
454,Teair Tart,27,LAC,DT,17,0,1,2,2,100,9,4.5,4.5,0,45.8,-7,-14,23,0,3,3,1,1,7,29,3,9.4,TartTe00,
455,DJ Turner,24,CIN,CB,11,6,0,48,26,54.2,424,16.3,8.8,1,91,11.8,221,203,0,0,0,0,0,0,29,5,14.7,TurnDJ01,
456,Tershawn Wharton,26,KAN,RDT,17,10,0,3,2,66.7,33,16.5,11,0,103.5,0.3,-4,37,0,10,6,1,6.5,23,29,5,14.7,WharTe00,
457,Deatrich Wise Jr.,30,NWE,DE,15,5,0,0,0,0,0,0,0,0,4,3,3,5,12,29,0,0,WiseDe00,,,,,,
458,Claudin Cherelus,26,CAR,LB,13,2,0,9,5,55.6,51,10.2,5.7,0,72,4.7,32,19,0,0,1,0,0,1,28,6,17.6,CherCl00,
459,Damone Clark,24,DAL,LB,14,2,0,10,3,30,18,6,1.8,0,39.6,6.9,5,13,3,0,0,0,0.5,1,28,0,0,ClarDa02,
460,Bud Dupree,31,LAC,OLB,17,0,1,4,3,75,18,6,4.5,0,43.7,-0.3,-8,26,13,1,5,1,6,12,28,5,15.2,DuprAl00,
461,Willie Gay Jr.,26,NOR,RLB,15,8,0,10,5,50,74,14.8,7.4,1,107.9,2,-12,86,14,1,0,0,2,3,28,3,9.7,GayJWi00,
462,Logan Hall,24,TAM,RDE,16,10,0,0,0,0,0,0,0,0,0,4,1,5.5,10,28,1,3.4,HallLo00,,,,,,
463,Jake Hansen,26,HOU,LB,16,2,0,12,10,83.3,80,8,6.7,1,122.2,2.2,11,69,8,0,0,0,1,1,28,3,9.7,HansJa01,
