 Rk,Pass Coverage Player,Pass Coverage Age,Pass Coverage Team,Pass Coverage Pos,Pass Coverage GAME,Pass Coverage GameStart,Pass Coverage Int,Pass Coverage Tgt,Pass Coverage Cmp,Pass Coverage Cmp%,Pass Coverage Yds,Pass Coverage Yds/Cmp,Pass Rush Yds/Tgt,Pass Rush TD,Pass Rush Rat,Pass Rush DADOT,Pass Rush Air,Pass Rush YAC,Tackles Bltz,Tackles Hrry,Tackles QBKD,additional Bats, Sk, Prss, Comb, MTkl, MTkl%,,
270,Derion Kendrick,23,LAR,DB,17,12,1,77,44,57.1,600,13.6,7.8,3,89.7,13.9,423,177,1,0,0,1,0,0,49,11,18.3,KendDe00,
271,Greg Newsome II,23,CLE,CB,14,13,2,67,38,56.7,450,11.8,6.7,2,74.8,7.5,161,289,14,1,0,1,0.5,2,49,10,16.9,NewsGr00,
272,Terell Smith,24,CHI,DB,12,4,0,46,29,63,354,12.2,7.7,1,93.9,11.8,276,78,0,0,0,0,0,0,49,3,5.8,SmitTe05,
273,Jonah Williams,28,LAR,DE,17,16,0,0,0,0,0,0,0,0,3,2,1,2,7,49,1,2,WillJo16,,,,,,
274,Jamal Adams,28,SEA,SS,9,9,0,31,25,80.6,175,7,5.6,2,111.7,4.7,67,108,22,3,3,1,0,6,48,9,15.8,AdamJa00,
275,Troy Hill,32,CAR,CB,16,3,1,55,34,61.8,344,10.1,6.3,4,96.3,6.2,136,208,13,1,1,0,0,2,48,9,15.8,HillTr01,
276,Brandon Jones,25,MIA,SS,16,6,2,16,11,68.8,133,12.1,8.3,1,75.3,10.3,70,63,4,0,1,0,0,1,48,7,12.7,JoneBr06,
277,Jonathan Jones,30,NWE,DB,14,14,0,56,32,57.1,436,13.6,7.8,2,94,13.7,285,151,1,0,0,0,0,0,48,2,4,JoneJo03,
278,Marshon Lattimore,27,NOR,CB,10,10,1,47,27,57.4,299,11.1,6.4,1,74.7,8.8,147,152,0,0,0,0,0,0,48,5,9.4,LattMa01,
279,Bilal Nichols,27,LVR,LDT,17,17,0,4,3,75,33,11,8.3,0,99,-3,-12,45,0,0,1,0,1.5,3,48,3,5.9,NichBi00,
280,Preston Smith,31,GNB,LB,17,17,0,4,1,25,15,15,3.8,0,42.7,3.3,8,7,56,4,10,3,8,23,48,1,2,SmitPr00,
281,Terrell Edmunds,26,2TM,S,16,4,1,30,18,60,225,12.5,7.5,1,80.6,11.4,174,51,15,1,0,0,2.5,4,48,3,5.9,EdmuTe00,
281,Terrell Edmunds,26,PHI,S,7,3,0,19,12,63.2,155,12.9,8.2,1,106.2,12.8,119,36,2,1,0,0,0,1,28,2,6.7,EdmuTe00,
281,Terrell Edmunds,26,TEN,S,9,1,1,11,6,54.5,70,11.7,6.4,0,36.2,8.8,55,15,13,0,0,0,2.5,3,20,1,4.8,EdmuTe00,
282,George Karlaftis III,22,KAN,DE,16,16,0,7,6,85.7,55,9.2,7.9,0,99.4,1.3,4,51,1,18,4,3,10.5,35,47,4,7.8,KarlGe00,
283,Desmond King,29,HOU,CB,7,3,0,24,20,83.3,186,9.3,7.8,0,99,4.5,78,108,9,0,1,0,1,2,47,4,7.8,KingDe01,
284,Dante Stills,24,ARI,DT,15,8,0,3,3,100,7,2.3,2.3,0,79.2,-3.7,-11,18,0,2,1,0,3.5,7,47,1,2.1,StilDa01,
285,Eli Apple,28,MIA,CB,10,4,1,66,43,65.2,494,11.5,7.5,2,91.4,11.2,335,159,0,0,0,0,0.5,1,46,6,11.5,ApplEl00,
286,Oren Burks,28,SFO,LB,15,5,1,22,15,68.2,113,7.5,5.1,0,61.4,1,5,108,8,2,0,0,1,3,46,1,2.1,BurkOr00,
287,Kristian Fulton,25,TEN,CB,12,11,0,49,37,75.5,497,13.4,10.1,1,114.1,11,359,138,0,0,0,0,0,0,46,5,9.8,FultKr00,
288,Dennis Gardeck,29,ARI,OLB,17,8,0,13,10,76.9,72,7.2,5.5,2,128.8,2.5,18,54,31,8,6,2,6,20,46,4,8,GardDe01,
289,Tre Herndon,27,JAX,CB,16,4,0,62,47,75.8,500,10.6,8.1,3,115,7,224,276,18,3,2,1,0,5,46,6,11.5,HernTr00,
290,Austin Johnson,29,LAC,DL,17,17,0,3,3,100,15,5,5,1,127.1,-4,-12,27,1,1,1,2,0,2,46,2,4.2,JohnAu01,
291,D.J. Jones,28,DEN,DT,16,16,0,4,3,75,-13,-4.3,-3.3,0,77.1,-6.5,-26,13,0,0,2,0,2,4,46,2,4.2,JoneD.01,
292,Jonathan Ledbetter,26,ARI,DL,12,12,0,2,2,100,-1,-0.5,-0.5,0,79.2,-5,-10,9,0,1,2,0,1.5,5,46,3,6.1,LedbJo01,
293,Quan Martin,23,WAS,DB,16,5,2,30,20,66.7,247,12.4,8.2,2,86.4,5.6,87,160,14,0,0,0,1,1,46,5,9.8,MartJa04,
294,Fabian Moreau,29,DEN,CB,16,11,1,60,39,65,628,16.1,10.5,1,98.5,11.1,411,217,2,0,0,0,0,0,46,4,8,MoreFa00,
295,Osa Odighizuwa,25,DAL,DT,17,17,0,2,1,50,0,0,0,0,56.2,12,0,0,0,1,10,0,3,14,46,5,9.8,OdigOs00,
296,Jamien Sherwood,23,NYJ,LB,17,3,0,5,5,100,34,6.8,6.8,1,134.6,4,20,14,3,0,0,0,0,0,46,0,0,SherJa00,
297,Kevin Strong,27,ARI,LDE,14,11,0,1,1,100,2,2,2,0,79.2,-3,-3,5,0,3,0,0,2.5,6,46,3,6.1,StroKe00,
298,Will Anderson,22,HOU,DE,15,13,0,2,2,100,15,7.5,7.5,0,97.9,1,2,13,12,10,15,1,7,32,45,9,16.7,PBAP DRoY-1,AndeWi01
299,Sydney Brown,23,PHI,S,14,6,1,24,19,79.2,200,10.5,8.3,2,111.8,8.8,120,80,6,0,0,0,0,0,45,3,6.3,BrowSy00,
300,Jordan Davis,23,PHI,DT,17,17,0,1,1,100,-3,-3,-3,0,79.2,-6,-6,3,1,5,1,1,2.5,10,45,3,6.3,DaviJo03,
301,Xavien Howard,30,MIA,LCB,13,13,1,62,39,62.9,419,10.7,6.8,1,81.3,11.3,299,120,3,0,1,0,0,1,45,6,11.8,HowaXa00,
302,Jalen Mills,29,NWE,DB,17,8,0,30,18,60,225,12.5,7.5,1,94.4,9.1,94,131,10,2,1,0,0,3,45,7,13.5,MillJa02,
303,AJ Terrell,25,ATL,CB,17,17,0,81,45,55.6,552,12.3,6.8,4,93.2,11,397,155,0,0,0,0,0,0,45,9,16.7,TerrAJ00,
304,Joe Tryon-Shoyinka,24,TAM,OLB,17,12,0,8,8,100,54,6.8,6.8,0,94.8,1,8,46,17,4,4,1,5,13,45,3,6.3,TryoJo00,
305,Andrew Wingard,27,JAX,S,17,2,1,18,11,61.1,135,12.3,7.5,1,79.6,10.2,103,32,3,0,1,0,0,1,45,3,6.3,WingAn01,
306,Jonathan Bullard,30,MIN,DL,17,14,0,0,0,0,0,0,0,1,1,0,0,2,3,44,0,0,BullJo00,,,,,,
307,Kenny Clark,28,GNB,DL,17,17,0,0,0,0,0,0,0,0,9,7,1,7.5,25,44,7,13.7,PB,ClarKe01,,,,,
308,Rashan Gary,26,GNB,LB,17,13,0,1,0,0,0,0,0,39.6,-6,0,0,57,10,10,1,9,30,44,4,8.3,GaryRa00,,
309,Javon Hargrave,30,SFO,DL,16,16,0,1,1,100,11,11,11,0,112.5,-2,-2,13,0,1,5,1,7,14,44,2,4.3,PB,HargJa00
310,Jaylon Jones,21,IND,CB,17,10,0,62,35,56.5,354,10.1,5.7,5,99.8,9.5,288,66,0,0,0,0,0,0,44,2,4.3,JoneJa13,
311,Jeff Okudah,24,ATL,RCB,13,9,0,58,38,65.5,528,13.9,9.1,0,94.6,10.2,322,206,0,0,0,0,0,0,44,1,2.2,OkudJe00,
312,Jeffery Simmons,26,TEN,DT,12,12,0,0,0,0,0,0,0,1,6,5,1,5.5,17,44,3,6.4,SimmJe01,,,,,,
313,Carrington Valentine,22,GNB,CB,17,12,0,59,34,57.6,411,12.1,7,1,84.8,10.9,312,99,0,0,0,0,0,0,44,4,8.3,ValeCa00,
314,Anthony Walker,28,CLE,MLB,12,12,0,21,14,66.7,136,9.7,6.5,1,100.5,4.6,41,95,25,0,2,0,0,2,44,3,6.4,WalkAn01,
315,Corey Ballentine,27,GNB,CB,14,6,1,48,27,56.3,312,11.6,6.5,2,81.2,11.1,191,121,0,0,0,0,0,0,43,6,12.2,BallCo00,
316,Julius Brents,23,IND,CB,9,8,1,52,34,65.4,471,13.9,9.1,2,99.1,11.5,368,103,0,0,0,0,0,0,43,5,10.4,BrenJu00,
317,Kei'Trel Clark,22,ARI,CB,14,7,0,41,30,73.2,332,11.1,8.1,2,113.1,11.8,263,69,1,0,0,0,0,0,43,1,2.3,ClarKe02,
318,Jadeveon Clowney,30,BAL,OLB,17,15,0,2,2,100,1,0.5,0.5,0,79.2,-4,-8,9,7,4,9,3,9.5,23,43,5,10.4,ClowJa00,
319,Jonathan Harris,27,DEN,DL,17,5,0,1,1,100,21,21,21,0,118.7,-6,-6,27,0,0,2,0,1,3,43,0,0,HarrJo05,
320,Trey Hendrickson,29,CIN,DE,17,17,0,2,2,100,23,11.5,11.5,0,114.6,5,10,13,3,8,7,2,17.5,35,43,7,14,PB,HendTr00
321,Jordan Howden,23,NOR,DB,16,7,0,27,16,59.3,230,14.4,8.5,1,99.3,12.4,169,61,12,0,1,0,1,2,43,5,10.4,HowdJo00,
322,Cameron Jordan,34,NOR,DE,17,17,0,5,4,80,42,10.5,8.4,0,101.7,-2,-13,55,2,12,3,3,2,18,43,4,8.5,JordCa00,
323,Malcolm Koonce,25,LVR,DE,17,11,0,2,2,100,9,4.5,4.5,0,85.4,-1.5,-3,12,3,7,8,0,8,23,43,2,4.4,KoonMa00,
324,Larry Ogunjobi,29,PIT,DT,17,17,0,5,4,80,49,12.3,9.8,0,107.5,-2.2,-9,58,0,3,5,2,3,11,43,1,2.3,OgunLa00,
325,Marcus Peters,30,LVR,RCB,12,12,1,65,42,64.6,562,13.4,8.6,3,100.9,6.7,252,310,1,0,0,0,0,0,43,12,21.8,PeteMa00,
326,Jaelan Phillips,24,MIA,LB,8,6,1,4,4,100,29,7.3,7.3,0,57.3,-2.5,-10,39,8,6,4,1,6.5,17,43,1,2.3,PhilJa02,
327,Joey Porter Jr.,23,PIT,CB,17,11,1,63,30,47.6,449,15,7.1,1,70.1,11.6,316,133,1,0,0,0,0,0,43,3,6.5,AP DRoY-5,PortJo02
328,Josh Sweat,26,PHI,DE,17,17,0,4,4,100,9,2.3,2.3,0,79.2,-2.3,-9,18,15,14,16,1,6.5,37,43,4,8.5,SweaJo00,
329,Ambry Thomas,24,SFO,CB,15,6,1,57,40,70.2,371,9.3,6.5,3,97.9,10.3,283,88,0,0,0,0,0,0,43,3,6.5,ThomAm00,
330,Shy Tuttle,28,CAR,DT,17,17,0,0,0,0,0,0,0,0,0,0,5,0.5,1,43,6,12.2,TuttSh00,,,,,,
331,Vita Vea,28,TAM,NT,15,15,0,2,1,50,18,18,9,0,81.2,-2,-4,22,0,4,3,1,5.5,13,43,2,4.4,VeaxVi00,
332,Bryan Cook,24,KAN,S,12,12,1,24,16,66.7,291,18.2,12.1,4,130.4,15.5,200,91,0,0,0,0,0,0,42,6,12.5,CookBr02,
333,Myles Garrett,28,CLE,DE,16,16,0,1,0,0,0,0,0,39.6,-4,0,0,0,6,16,3,14,37,42,4,8.7,PBAP-1AP MVP-10AP DPoY-1,GarrMy00,
334,John Johnson,28,LAR,DB,17,8,2,26,16,61.5,213,13.3,8.2,2,81.1,12.8,157,56,5,1,0,0,0,1,42,2,4.5,JohnJo10,
335,Roy Lopez,26,ARI,DT,14,5,0,0,0,0,0,0,0,0,4,1,0,0,5,42,2,4.5,LopeRo00,,,,,,
336,Patrick Peterson,33,PIT,LCB,17,16,2,64,38,59.4,494,13,7.7,4,91.5,10.3,309,185,6,0,0,0,0,0,42,11,20.8,PetePa00,
337,Michael Pierce,31,BAL,NT,17,17,0,1,1,100,6,6,6,0,91.7,-4,-4,10,1,1,2,2,1,4,42,1,2.3,PierMi00,
338,Duke Riley,29,MIA,LB,17,5,0,23,18,78.3,166,9.2,7.2,1,111.2,1.7,46,120,16,1,1,0,0.5,3,42,7,14.3,RileDu00,
339,Gregory Rousseau,23,BUF,DE,16,16,0,4,3,75,8,2.7,2,0,77.1,1.3,-5,13,0,7,12,2,5,25,42,2,4.5,RousGr00,
340,Milton Williams,24,PHI,DT,16,10,0,0,0,0,0,0,0,0,6,6,0,0.5,13,42,3,6.7,WillMi08,,,,,,
341,Kwon Alexander,29,PIT,LB,9,2,1,26,20,76.9,163,8.2,6.3,0,76.3,4.9,93,70,28,0,1,0,1,2,41,6,12.8,AlexKw00,
342,DeAundre Alford,26,ATL,CB,16,5,0,62,39,62.9,401,10.3,6.5,3,97.6,7.5,190,211,11,2,0,0,0,2,41,3,6.8,AlfoDe00,
343,Mekhi Blackmon,24,MIN,CB,15,3,1,52,32,61.5,295,9.2,5.7,2,81.8,10.5,184,111,0,0,0,0,0,0,41,2,4.7,BlacMe00,
344,Maliek Collins,28,HOU,DT,16,16,0,0,0,0,0,0,0,0,11,10,1,5,28,41,3,6.8,CollMa00,,,,,,
345,Zaven Collins,24,ARI,LB,17,17,1,9,6,66.7,50,8.3,5.6,0,41.2,0.1,-5,55,22,6,2,0,3.5,12,41,2,4.7,CollZa00,
346,Grover Stewart,30,IND,DT,11,11,0,2,2,100,48,24,24,0,118.7,-4,-8,56,0,1,4,0,0.5,6,41,1,2.4,StewGr00,
347,Antonio Hamilton,30,ARI,CB,14,9,1,49,29,59.2,323,11.1,6.6,3,90.8,10.3,192,131,4,0,0,0,0,0,40,3,7,HamiAn01,
348,DeMarcco Hellams,23,ATL,S,15,4,0,19,13,68.4,115,8.8,6.1,0,84.3,6.9,63,52,2,1,0,0,0,1,40,3,7,HellDe00,
349,DeAndre Houston-Carson,30,HOU,DB,11,5,2,20,12,60,149,12.4,7.5,1,60.2,12.7,102,47,0,0,0,0,0,0,40,5,11.1,HousDe00,
350,Dean Marlowe,31,LAC,FS,16,4,0,18,16,88.9,197,12.3,10.9,1,130.8,8.9,121,76,0,0,0,0,1,1,40,3,7,MarlDe00,
351,Anthony Nelson,26,TAM,OLB,16,0,0,8,7,87.5,39,5.6,4.9,0,87,2.3,14,25,15,2,3,1,3,8,40,0,0,NelsAn01,
352,Nick Niemann,26,LAC,LB,17,3,0,14,10,71.4,63,6.3,4.5,0,80.4,2.1,1,62,12,0,1,0,0,1,40,2,4.8,NiemNi00,
353,BJ Ojulari,21,ARI,OLB,17,0,0,8,8,100,54,6.8,6.8,0,94.8,1.5,12,42,13,2,2,1,4,8,40,0,0,OjulBJ00,
354,Dorian Williams,22,BUF,LB,17,2,0,24,18,75,180,10,7.5,0,95.8,2.6,42,138,11,0,2,0,0,2,40,3,7,WillDo04,
355,Nick Cross,22,IND,S,17,2,1,10,5,50,61,12.2,6.1,0,29.6,16.5,58,3,5,0,0,0,0,0,39,2,4.9,CrosNi00,
356,Bud Dupree,30,ATL,OLB,16,16,0,6,5,83.3,48,9.6,8,0,100,-0.3,-7,55,33,13,3,2,6.5,24,39,4,9.3,DuprAl00,
357,Cobie Durant,25,LAR,DB,16,9,0,39,21,53.8,331,15.8,8.5,1,90.9,10.6,242,89,11,0,2,0,0,2,39,6,13.3,DuraDe01,
358,C.J. Henderson,25,CAR,CB,12,7,0,37,27,73,310,11.5,8.4,1,106.8,10.2,196,114,4,0,0,0,1,1,39,4,9.3,HendCJ00,
359,Dane Jackson,27,BUF,CB,15,6,0,35,26,74.3,303,11.7,8.7,1,109.6,10.4,216,87,1,0,0,0,0,0,39,8,17,JackDa02,
360,Derek Stingley Jr.,22,HOU,CB,11,11,5,48,23,47.9,288,12.5,6,2,41.3,15.9,225,63,0,0,0,0,0,0,39,4,9.3,StinDe00,
361,Shaquill Griffin,28,2TM,CB,13,7,1,43,26,60.5,306,11.8,7.1,0,72.4,11.4,229,77,1,0,0,0,0,0,39,3,7.1,GrifSh00,
361,Shaquill Griffin,28,HOU,RCB,10,6,1,36,23,63.9,239,10.4,6.6,0,71.4,10.6,175,64,0,0,0,0,0,0,33,3,8.3,GrifSh00,
361,Shaquill Griffin,28,CAR,CB,3,1,0,7,3,42.9,67,22.3,9.6,0,77.7,15.4,54,13,1,0,0,0,0,0,6,0,0,GrifSh00,
362,Dorance Armstrong Jr.,26,DAL,DE,17,1,0,3,3,100,16,5.3,5.3,0,88.9,-4.7,-12,28,0,3,3,1,7.5,15,38,1,2.6,ArmsDo00,
363,YaYa Diaby,24,TAM,OLB,17,7,0,8,7,87.5,40,5.7,5,0,87.5,1.1,14,26,21,4,2,0,7.5,14,38,3,7.3,AP DRoY-5,DiabYa00
364,Emmanuel Forbes,22,WAS,CB,14,6,1,61,37,60.7,598,16.2,9.8,3,103,11.8,403,195,0,0,0,0,0,0,38,7,15.6,ForbEm00,
365,Derick Hall,22,SEA,OLB,17,0,0,4,4,100,33,8.3,8.3,0,101,4.5,18,15,5,1,4,1,0,5,38,3,7.3,HallDe04,
366,Dayo Odeyingbo,24,IND,DE,17,1,0,1,0,0,0,0,0,39.6,-11,0,0,4,5,7,2,8,22,38,1,2.6,OdeyDa00,,
367,Haason Reddick,29,PHI,OLB,17,17,0,12,11,91.7,68,6.2,5.7,0,90.3,1.7,16,52,40,11,12,0,11,35,38,5,11.6,PB,ReddHa00
368,Malcolm Roach,25,NOR,DL,12,0,0,0,0,0,0,0,0,0,0,1,3,0,1,38,2,5,RoacMa01,,,,,,
369,Starling Thomas,23,ARI,CB,12,7,0,49,37,75.5,376,10.2,7.7,5,131,9.4,284,92,1,0,0,0,0,0,38,2,5,ThomSt01,
370,Levi Wallace,28,PIT,CB,16,9,2,75,40,53.3,569,14.2,7.6,6,93.7,13,395,174,0,0,0,0,0,0,38,6,13.6,WallLe00,
371,Devin Bush Jr.,25,SEA,LB,13,3,0,15,11,73.3,78,7.1,5.2,0,84.9,1.9,25,53,5,0,0,0,0,0,37,2,5.1,BushDe01,
372,Ashtyn Davis,27,NYJ,S,17,5,3,21,12,57.1,117,9.8,5.6,0,33.3,7,19,98,2,0,0,1,0,0,37,4,9.8,DaviAs00,
373,Kingsley Enagbare,23,GNB,LB,17,4,0,3,1,33.3,-2,-2,-0.7,0,42.4,-5.3,-6,4,51,5,4,0,2,11,37,3,7.5,EnagKi00,
374,Eddie Jackson,30,CHI,FS,12,12,1,30,18,60,353,19.6,11.8,3,120.6,19.3,273,80,1,0,0,0,0,0,37,8,17.8,JackEd01,
375,Arthur Maulet,30,BAL,CB,14,3,1,49,27,55.1,309,11.4,6.3,0,65.8,7.4,126,183,10,0,1,0,2,3,37,8,17.8,MaulAr00,
376,Marcus Maye,30,NOR,SS,7,7,2,13,10,76.9,129,12.9,9.9,0,67.9,7.5,80,49,6,1,0,0,1,2,37,2,5.1,MayeMa00,
377,Sheldon Rankins,29,HOU,DT,15,15,0,3,3,100,-2,-0.7,-0.7,0,79.2,-5,-15,13,0,3,3,0,6,12,37,5,11.9,RankSh00,
378,Mack Wilson,25,NWE,LB,17,1,0,12,9,75,97,10.8,8.1,0,98.3,4.7,43,54,30,6,1,2,3.5,11,37,2,5.1,WilsMa03,
379,Isaac Yiadom,27,NOR,CB,17,8,1,47,23,48.9,323,14,6.9,3,83.9,11.8,162,161,3,1,0,0,0,1,37,6,14,YiadIs00,
380,Jack Jones,26,2TM,CB,12,3,2,43,27,62.8,332,12.3,7.7,1,75,8.5,176,156,1,0,1,0,0,1,37,4,9.8,JoneJa10,
380,Jack Jones,26,NWE,CB,5,0,0,11,9,81.8,104,11.6,9.5,0,106.1,10,77,27,1,0,1,0,0,1,12,1,7.7,JoneJa10,
380,Jack Jones,26,LVR,CB,7,3,2,32,18,56.3,228,12.7,7.1,1,63,8,99,129,0,0,0,0,0,0,25,3,10.7,JoneJa10,
381,Keeanu Benton,22,PIT,DL,17,9,0,0,0,0,0,0,0,0,2,6,2,1,9,36,3,7.7,BentKe00,,,,,,
382,John Cominsky,28,DET,DL,16,11,0,2,1,50,9,9,4.5,0,62.5,2,8,1,0,4,6,1,2,12,36,3,7.7,ComiJo00,
383,Chamarri Conner,23,KAN,DB,17,7,1,20,17,85,173,10.2,8.7,0,81.9,8,101,72,12,2,0,0,0,2,36,3,7.7,ConnCh01,
384,Cordale Flott,22,NYG,CB,14,7,1,57,34,59.6,440,12.9,7.7,3,94.2,8.2,165,275,11,1,0,0,0,1,36,6,14.3,FlotCo00,
385,Yetur Gross-Matos,25,CAR,DE,12,6,0,2,2,100,17,8.5,8.5,0,102.1,1.5,3,14,10,1,5,0,4.5,11,36,1,2.7,GrosYe00,
386,Jaylon Johnson,24,CHI,DB,14,14,4,58,32,55.2,279,8.7,4.8,2,50.9,8.7,168,111,1,0,0,0,0,0,36,8,18.2,PBAP-2,JohnJa13
387,Travis Jones,24,BAL,DT,17,0,0,1,1,100,6,6,6,0,91.7,-5,-5,11,0,0,2,1,1.5,4,36,6,14.3,JoneTr00,
388,Devonte Wyatt,25,GNB,DL,17,5,0,0,0,0,0,0,0,0,5,4,0,5.5,16,36,7,16.3,WyatDe00,,,,,,
389,Darrell Baker,25,IND,CB,14,6,0,50,33,66,513,15.5,10.3,2,113.2,11.1,343,170,0,1,0,0,0,1,35,10,22.2,BakeDa02,
390,Ji'Ayir Brown,23,SFO,S,15,5,2,16,10,62.5,165,16.5,10.3,1,78.4,11.6,66,99,6,1,0,0,0,1,35,4,10.3,BrowJi01,
391,Lorenzo Carter,28,ATL,OLB,17,1,0,3,2,66.7,9,4.5,3,0,70.1,2,0,9,8,2,6,0,3,11,35,3,7.9,CartLo01,
392,Tre Hawkins,23,NYG,CB,17,3,0,30,25,83.3,403,16.1,13.4,4,158.3,11.4,259,144,0,0,0,0,0,0,35,5,12.5,HawkTr00,
393,Elijah Hicks,24,CHI,DB,17,6,0,19,12,63.2,139,11.6,7.3,4,124.8,10.6,85,54,2,0,0,0,0,0,35,6,14.6,HickEl00,
394,Deion Jones,29,CAR,LB,13,3,1,24,13,54.2,81,6.2,3.4,0,43.9,3.6,29,52,15,0,0,0,1,1,35,5,12.5,JoneDe01,
395,Damarri Mathis,24,DEN,CB,17,6,0,39,29,74.4,362,12.5,9.3,3,128.4,10.2,275,87,3,0,0,0,0,0,35,7,16.7,MathDa00,
396,Montaric Brown,24,JAX,CB,12,6,0,56,37,66.1,450,12.2,8,3,108.5,9.9,287,163,1,0,0,0,0,0,34,9,20.9,BrowMo00,
397,Tre Brown,26,SEA,CB,15,7,2,46,30,65.2,411,13.7,8.9,2,90,11.2,279,132,3,0,0,0,1,1,34,6,15,BrowTr03,
398,Tony Fields,24,CLE,LB,17,4,0,11,8,72.7,51,6.4,4.6,0,82,-2.2,-14,65,10,0,0,0,0,0,34,2,5.6,FielTo00,
399,Michael Jackson,26,SEA,CB,17,4,0,37,26,70.3,306,11.8,8.3,0,95.1,9.6,221,85,2,0,0,0,0,0,34,4,10.5,JackMi01,
400,Quinton Jefferson,30,NYJ,DL,14,14,0,2,2,100,10,5,5,0,87.5,-3.5,-7,17,0,5,5,0,6,18,34,1,2.9,JeffQu00,
401,D.J. Reader,29,CIN,DT,14,14,0,0,0,0,0,0,0,0,3,6,1,1,10,34,1,2.9,ReadD.00,,,,,,
402,Roy Robertson-Harris,30,JAX,DL,17,17,0,2,1,50,8,8,4,0,60.4,3,6,2,0,4,6,1,3.5,14,34,4,10.5,RobeRo00,
403,Rodney Thomas II,25,IND,S,17,15,2,27,17,63,324,19.1,12,3,110.7,17,257,67,2,0,0,0,0,0,34,7,17.1,ThomRo07,
404,Delarrin Turner-Yell,24,DEN,S,16,2,0,12,11,91.7,222,20.2,18.5,2,158.3,13.4,155,67,1,0,1,0,0,1,34,2,5.6,TurnDe02,
405,Denzel Ward,26,CLE,CB,13,11,2,66,32,48.5,338,10.6,5.1,1,56.2,10.5,187,151,2,0,0,0,0,0,34,8,19,PB,WardDe02
406,Tre Avery,26,TEN,CB,15,2,0,44,33,75,347,10.5,7.9,5,135.3,8.8,248,99,1,0,0,0,0,0,33,2,5.7,AverTr01,
407,Dane Belton,23,NYG,S,17,2,2,20,14,70,146,10.4,7.3,2,84.6,6.4,88,58,12,0,1,0,1,2,33,4,10.8,BeltDa00,
408,Jalen Carter,22,PHI,DT,16,1,0,1,1,100,6,6,6,0,91.7,-4,-4,10,0,9,2,0,6,18,33,3,8.3,AP DRoY-2,CartJa05
409,Fletcher Cox,33,PHI,LDT,15,15,0,4,3,75,7,2.3,1.8,0,77.1,-4.3,-15,22,0,13,8,3,5,28,33,3,8.3,CoxxFl00,
410,John Franklin-Myers,27,NYJ,DL,17,17,0,2,1,50,-2,-2,-1,0,56.2,-4.5,-4,2,0,14,9,3,3.5,27,33,6,15.4,FranJo02,
411,Zach Harrison,22,ATL,DL,16,0,0,0,0,0,0,0,0,0,5,1,1,3,9,33,2,5.7,HarrZa00,,,,,,
412,Cameron Heyward,34,PIT,DT,11,11,0,0,0,0,0,0,0,0,3,0,1,2,5,33,3,8.3,HeywCa01,,,,,,
413,Ifeatu Melifonwu,24,DET,S,17,6,2,28,15,53.6,137,9.1,4.9,2,61.2,8.6,80,57,13,0,2,1,3,5,33,4,10.8,MeliIf00,
414,Mykal Walker,26,PIT,LB,8,5,1,26,19,73.1,260,13.7,10,4,128.2,4.8,78,182,12,0,0,0,0,0,33,4,10.8,WalkMy00,
415,Jaylen Watson,25,KAN,CB,16,2,0,48,27,56.3,310,11.5,6.5,4,103.6,10.4,193,117,7,0,0,0,2,2,33,2,5.7,WatsJa02,
416,DeShawn Williams,31,CAR,DT,16,10,0,0,0,0,0,0,0,1,2,6,1,1,9,33,3,8.3,WillDe04,,,,,,
417,Jakorian Bennett,23,LVR,CB,14,4,0,38,26,68.4,316,12.2,8.3,1,102.5,12.2,184,132,0,0,0,0,0,0,32,7,17.9,BennJa00,
418,Khalil Davis,27,HOU,DT,15,1,0,0,0,0,0,0,0,0,3,5,1,2,10,32,1,3,DaviKh00,,,,,,
419,Victor Dimukeje,24,ARI,OLB,16,6,0,4,3,75,16,5.3,4,0,81.2,8.3,12,4,9,3,3,0,4,11,32,0,0,DimuVi00,
420,Leonard Floyd,31,BUF,RDE,17,16,0,6,5,83.3,43,8.6,7.2,0,96.5,0.2,5,38,6,6,7,1,10.5,25,32,4,11.1,FloyLe00,
421,Jerry Hughes,35,HOU,DE,17,2,0,1,1,100,10,10,10,0,108.3,-3,-3,13,5,6,0,0,3,9,32,5,13.5,HughJe99,
422,Patrick Jones II,25,MIN,OLB,17,4,0,4,2,50,24,12,6,0,68.7,-1,0,24,22,8,5,0,1,14,32,2,5.9,JonePa00,
423,Alim McNeill,23,DET,DL,13,13,0,0,0,0,0,0,0,1,3,5,1,5,13,32,4,11.1,McNeAl00,,,,,,
424,Ja'Sir Taylor,24,LAC,DB,16,6,1,49,31,63.3,401,12.9,8.2,0,80.4,9.8,256,145,14,2,1,0,0,3,32,5,13.5,TaylJa04,
425,Lukas Van Ness,22,GNB,LB,17,0,0,1,1,100,0,0,0,0,79.2,-2,-2,2,16,2,6,1,4,12,32,1,3,VanNLu00,
426,Nick Williams,33,LAC,DL,14,6,0,1,1,100,-1,-1,-1,0,79.2,-4,-4,3,1,2,0,0,1,3,32,3,8.6,WillNi01,
427,Bobby Brown,23,LAR,NT,13,13,0,0,0,0,0,0,0,0,1,0,1,0.5,2,31,2,6.1,BrowBo04,,,,,,
428,Sebastian Joseph-Day,28,LAC,LDE/RDE,14,14,0,0,0,0,0,0,0,2,1,7,0,3,11,31,2,6.1,JoseSe00,,,,,,
