 Rk,Pass Coverage Player,Pass Coverage Age,Pass Coverage Team,Pass Coverage Pos,Pass Coverage GAME,Pass Coverage GameStart,Pass Coverage Int,Pass Coverage Tgt,Pass Coverage Cmp,Pass Coverage Cmp%,Pass Coverage Yds,Pass Coverage Yds/Cmp,Pass Rush Yds/Tgt,Pass Rush TD,Pass Rush Rat,Pass Rush DADOT,Pass Rush Air,Pass Rush YAC,Tackles Bltz,Tackles Hrry,Tackles QBKD,additional Bats, Sk, Prss, Comb, MTkl, MTkl%,,
429,Ogbonnia Okoronkwo,28,CLE,DE,14,0,0,5,5,100,44,8.8,8.8,0,103.3,-4.4,-22,66,3,4,3,1,4.5,12,31,2,6.1,OkorOg00,
430,John Ridgeway,24,WAS,DT,17,2,0,1,1,100,11,11,11,0,112.5,5,5,6,0,0,0,1,0,0,31,1,3.1,RidgJo00,
431,Solomon Thomas,28,NYJ,DL,17,3,0,0,0,0,0,0,0,0,2,0,1,5,8,31,2,6.1,ThomSo00,,,,,,
432,Nick Thurman,28,CAR,DE,17,0,0,0,0,0,0,0,0,0,1,1,0,0,2,31,3,8.8,ThurNi00,,,,,,
433,Jerry Tillery,27,LVR,RDE,17,6,0,0,0,0,0,0,0,0,3,4,0,2,9,31,2,6.1,TillJe00,,,,,,
434,Eric Wilson,29,GNB,LB,17,0,0,13,11,84.6,96,8.7,7.4,0,97.4,4.5,47,49,9,0,1,0,0,1,31,2,6.1,WilsEr00,
435,Zack Baun,27,NOR,RLB,17,6,1,11,10,90.9,86,8.6,7.8,2,100.9,3.2,24,62,25,4,2,1,2,8,30,3,9.1,BaunZa00,
436,Nik Bonitto,24,DEN,OLB,15,4,0,5,3,60,38,12.7,7.6,0,83.7,0.8,0,38,23,5,10,2,8,24,30,4,11.8,BoniNi00,
437,Andre Chachere,27,ARI,CB,17,5,0,18,9,50,214,23.8,11.9,2,130.3,12.4,168,46,5,1,0,0,0,1,30,2,6.3,ChacAn00,
438,Jeremy Chinn,25,CAR,S,12,8,0,14,9,64.3,126,14,9,2,132.7,5.9,32,94,11,1,0,1,1,2,30,3,9.1,ChinJe00,
439,Nakobe Dean,23,PHI,LB,5,4,0,14,11,78.6,87,7.9,6.2,0,92.6,2.4,42,45,6,0,0,0,0.5,1,30,1,3.2,DeanNa00,
440,Sam Franklin,27,CAR,S,17,4,1,16,10,62.5,133,13.3,8.3,3,102.3,13.6,95,38,0,0,0,0,0,0,30,5,14.3,FranSa00,
441,Chris Jones,29,KAN,DT,16,16,0,2,2,100,22,11,11,0,112.5,-4.5,-9,31,0,10,17,3,10.5,39,30,4,11.8,PBAP-1,JoneCh09
442,Arden Key,27,TEN,OLB,17,9,0,3,3,100,14,4.7,4.7,0,86.1,-1,-3,17,23,7,5,2,6,19,30,1,3.2,KeyxAr00,
443,Matt Milano,29,BUF,LB,5,5,2,13,8,61.5,78,9.8,6,0,38.8,4.1,43,35,8,0,1,0,0,1,30,5,14.3,MilaMa00,
444,Mark Robinson,24,PIT,LB,17,2,0,7,5,71.4,59,11.8,8.4,1,136.3,4.3,41,18,7,0,0,0,1,1,30,1,3.2,RobiMa03,
445,Kyle Van Noy,32,BAL,OLB,14,3,0,6,2,33.3,-4,-2,-0.7,0,42.4,-3,-11,7,10,1,2,2,9,12,30,4,11.8,VanNKy00,
446,Leighton Vander Esch,26,DAL,LB,5,5,0,13,9,69.2,69,7.7,5.3,1,107.5,0.2,3,66,18,0,0,0,0,0,30,1,3.2,VandLe00,
447,DeMarcus Walker,29,CHI,DL,17,12,0,1,1,100,5,5,5,0,87.5,-3,-3,8,2,5,12,0,3.5,22,30,3,9.1,WalkDe03,
448,K.J. Britt,24,TAM,LB,16,4,0,7,4,57.1,20,5,2.9,0,62.2,3.9,8,12,11,0,0,0,0,0,29,0,0,BritKJ00,
449,Darrick Forrest,24,WAS,S,5,5,0,17,8,47.1,219,27.4,12.9,2,132.6,14.2,142,77,5,0,0,0,0,0,29,6,17.1,ForrDa00,
450,Bryce Huff,25,NYJ,LB,17,0,0,1,0,0,0,0,0,39.6,-3,0,0,19,12,10,0,10,33,29,4,12.1,HuffBr00,,
451,Rodney McLeod,33,CLE,S,10,5,0,12,4,33.3,67,16.8,5.6,0,53.1,7.8,37,30,3,0,0,0,0,0,29,8,21.6,McLeRo00,
452,Derrick Nnadi,27,KAN,DT,17,17,0,1,1,100,8,8,8,0,100,-3,-3,11,0,4,0,1,1,5,29,4,12.1,NnadDe00,
453,Eric Rowe,31,PIT,S,3,3,1,21,15,71.4,153,10.2,7.3,0,72.1,7.1,83,70,1,0,0,0,0,0,29,1,3.3,RoweEr00,
454,Cameron Sample,24,CIN,DE,17,2,0,1,1,100,7,7,7,0,95.8,5,5,2,0,6,6,1,1.5,14,29,0,0,SampCa00,
455,Tyree Wilson,23,LVR,DE,17,0,0,2,2,100,6,3,3,0,79.2,-2.5,-5,11,3,3,4,0,3.5,11,29,4,12.1,WilsTy01,
456,D'Anthony Bell,27,CLE,S,17,4,2,18,9,50,86,9.6,4.8,0,24.1,10.3,69,17,10,0,1,0,0,1,28,3,9.7,BellDA03,
457,Adam Butler,29,LVR,DT,17,0,0,1,0,0,0,0,0,39.6,-4,0,0,0,1,4,2,5,10,28,2,6.7,ButlAd00,,
458,Jack Cochrane,24,KAN,LB,17,1,0,10,7,70,37,5.3,3.7,0,75.8,-1.1,-17,54,10,0,0,0,0,0,28,1,3.4,CochJa00,
459,Ronald Darby,29,BAL,LCB,16,7,0,43,19,44.2,172,9.1,4,1,63.3,11.9,118,54,0,0,0,0,0,0,28,3,9.7,DarbRo00,
460,Raekwon Davis,26,MIA,DT,17,7,0,1,1,100,7,7,7,0,95.8,-3,-3,10,0,3,5,0,0.5,9,28,1,3.4,DaviRa03,
461,Clelin Ferrell,26,SFO,DL,17,17,0,0,0,0,0,0,0,3,3,7,1,3.5,14,28,1,3.4,FerrCl00,,,,,,
462,Mike Ford,28,CLE,LB,16,1,1,22,14,63.6,160,11.4,7.3,5,106.1,9.4,103,57,3,0,0,0,0,0,28,1,3.4,FordMi01,
463,Leki Fotu,25,ARI,DT,11,9,0,0,0,0,0,0,0,1,0,0,0,2.5,3,28,1,3.4,FotuLe00,,,,,,
464,Shelby Harris,32,CLE,DT,17,7,0,1,0,0,0,0,0,39.6,-9,0,0,0,4,3,4,1.5,9,28,1,3.4,HarrSh00,,
465,Deane Leonard,24,LAC,DB,11,3,0,26,16,61.5,158,9.9,6.1,1,91.5,13.7,93,65,1,0,0,0,0,0,28,2,6.7,LeonDe00,
466,Nick McCloud,25,NYG,CB,17,3,1,23,14,60.9,128,9.1,5.6,1,72.4,13.4,77,51,2,0,0,0,0,0,28,1,3.4,McClNi00,
467,Charles Omenihu,26,KAN,DE,11,1,0,2,1,50,10,10,5,0,64.6,-1.5,-3,13,0,2,2,2,7,12,28,1,3.4,OmenCh00,
468,Darrell Taylor,26,SEA,LB,17,5,0,3,2,66.7,33,16.5,11,0,103.5,6,21,12,12,9,2,1,5.5,17,28,5,15.2,TaylDa00,
469,Dalvin Tomlinson,29,CLE,DT,16,16,0,1,1,100,6,6,6,0,91.7,0,0,6,0,2,8,0,3,14,28,3,9.7,TomlDa00,
470,J.C. Jackson,28,2TM,RCB,10,8,1,64,35,54.7,512,14.6,8,5,100.5,14.2,379,133,2,0,0,0,0,0,28,3,9.7,JackJ.00,
470,J.C. Jackson,28,LAC,CB,2,2,1,13,6,46.2,118,19.7,9.1,1,72,15.5,76,42,0,0,0,0,0,0,3,1,25,JackJ.00,
470,J.C. Jackson,28,NWE,RCB,8,6,0,51,29,56.9,394,13.6,7.7,4,107.8,13.8,303,91,2,0,0,0,0,0,25,2,7.4,JackJ.00,
471,Adrian Amos,30,2TM,S,16,3,0,17,10,58.8,153,15.3,9,1,108.2,8.1,95,58,1,0,0,0,0,0,28,2,6.7,AmosAd00,
471,Adrian Amos,30,NYJ,DB,11,3,0,12,7,58.3,94,13.4,7.8,0,83.3,7,48,46,0,0,0,0,0,0,23,1,4.2,AmosAd00,
471,Adrian Amos,30,HOU,S,5,0,0,5,3,60,59,19.7,11.8,1,140.8,10.8,47,12,1,0,0,0,0,0,5,1,16.7,AmosAd00,
472,Jaire Alexander,26,GNB,CB,7,7,0,33,22,66.7,282,12.8,8.5,2,113.4,11,207,75,1,0,0,0,0,0,27,5,15.6,AlexJa00,
473,Arik Armstead,30,SFO,LDT,12,12,0,1,1,100,4,4,4,0,83.3,-4,-4,8,0,4,5,0,5,16,27,0,0,ArmsAr01,
474,Andrew Billings,28,CHI,DL,17,17,0,3,1,33.3,3,3,1,0,42.4,-1.3,-1,4,0,1,2,0,0,3,27,3,10,BillAn00,
475,Micheal Clemons,26,NYJ,DL,16,1,0,0,0,0,0,0,0,1,2,0,0,0.5,3,27,4,12.9,ClemMi03,,,,,,
476,Johnathan Hankins,31,DAL,DT,14,14,0,1,1,100,0,0,0,0,79.2,-3,-3,3,0,0,0,2,3,3,27,1,3.6,HankJo00,
477,Nick Herbig,22,PIT,LB,17,0,0,4,4,100,39,9.8,9.8,0,107.3,0.5,2,37,7,0,0,0,3,3,27,4,12.9,HerbNi00,
478,Jaycee Horn,24,CAR,CB,6,6,0,31,18,58.1,170,9.4,5.5,1,84.1,10.7,108,62,0,0,0,0,0,0,27,2,6.9,HornJa00,
479,Luke Masterson,25,LVR,LB,16,1,0,19,14,73.7,154,11,8.1,0,97.3,4.1,67,87,2,0,0,0,0,0,27,3,10,MastLu00,
480,Clark Phillips,22,ATL,CB,11,5,0,36,18,50,229,12.7,6.4,2,88.8,11.1,155,74,2,0,1,0,0,1,27,3,10,PhilCl00,
481,Za'Darius Smith,31,CLE,DE,16,16,0,3,2,66.7,15,7.5,5,0,78.5,-3.7,-11,26,4,9,14,2,5.5,29,27,7,20.6,SmitZa00,
482,Johnathan Abram,27,NOR,S,9,3,1,13,9,69.2,112,12.4,8.6,1,89.3,7.2,35,77,4,0,0,0,0,0,26,3,10.3,AbraJo01,
483,Adam Gotsis,31,JAX,DL,17,7,0,2,2,100,9,4.5,4.5,0,85.4,-2,-4,13,0,6,5,4,1,12,26,4,13.3,GotsAd00,
484,Marlon Humphrey,27,BAL,CB,10,10,1,45,21,46.7,275,13.1,6.1,1,64.6,11.5,203,72,3,0,1,0,0,1,26,2,7.1,HumpMa00,
485,Benito Jones,26,DET,DL,17,15,0,1,1,100,4,4,4,0,83.3,-3,-3,7,0,2,4,0,1,7,26,3,10.3,JoneBe03,
486,Calijah Kancey,22,TAM,DL,14,14,0,1,1,100,-1,-1,-1,0,79.2,-1,-1,0,0,3,6,1,4,13,26,1,3.7,AP DRoY-10,KancCa00
487,Miles Killebrew,30,PIT,DB,17,1,0,14,10,71.4,86,8.6,6.1,0,87.2,5.5,57,29,5,0,1,0,0,1,26,0,0,PBAP-1,KillMi00
488,Rakeem Nunez-Roches,30,NYG,DL,16,4,0,2,2,100,-12,-6,-6,0,79.2,-10,-20,8,0,2,0,0,0.5,3,26,2,7.1,NuneRa00,
489,Segun Olubi,24,IND,LB,15,2,1,3,3,100,13,4.3,4.3,0,45.1,9.7,10,3,0,0,0,0,0,0,26,3,10.3,OlubSe00,
490,Monty Rice,24,TEN,LB,12,0,0,3,2,66.7,1,0.5,0.3,0,70.1,7.7,-2,3,3,1,1,0,0,2,26,2,7.1,RiceMo00,
491,Tavius Robinson,24,BAL,OLB,17,1,0,3,2,66.7,10,5,3.3,0,71.5,4,4,6,0,1,0,0,1,2,26,2,7.1,RobiTa00,
492,Casey Toohill,27,WAS,DE,16,8,0,4,4,100,21,5.3,5.3,0,88.5,0.8,3,18,0,1,2,1,5,8,26,2,7.1,ToohCa00,
493,Keion White,24,NWE,DE,16,4,0,1,1,100,-8,-8,-8,0,79.2,-4,-4,-4,0,9,3,3,1,13,26,3,10.3,WhitKe03,
494,Sam Williams,24,DAL,DE,17,0,0,2,2,100,8,4,4,0,83.3,-2.5,-5,13,11,2,3,0,4.5,10,26,0,0,WillSa00,
495,Baron Browning,24,DEN,OLB,10,9,0,6,4,66.7,17,4.3,2.8,0,70.1,1.8,6,11,26,3,2,2,4.5,10,25,3,10.7,BrowBa01,
496,Terrell Burgess,25,WAS,S,12,1,0,8,8,100,102,12.8,12.8,1,158.3,6.4,51,51,0,0,0,0,0,0,25,1,3.8,BurgTe00,
497,Dee Delaney,28,TAM,DB,17,2,2,33,16,48.5,217,13.6,6.6,1,54.7,13,122,95,0,0,0,0,0,0,25,5,16.7,DelaDe00,
498,Arnold Ebiketie,24,ATL,OLB,17,6,0,14,10,71.4,69,6.9,4.9,1,106,4.5,33,36,27,5,4,1,6,16,25,2,7.4,EbikAr00,
499,Chauncey Golston,25,DAL,DE,17,3,0,1,1,100,9,9,9,0,104.2,-6,-6,15,1,2,2,0,1.5,6,25,1,3.8,GolsCh00,
500,Ronnie Hickman,22,CLE,S,10,4,1,11,5,45.5,10,2,0.9,1,44.9,9.9,0,10,2,1,0,0,0,1,25,2,7.4,HickRo00,
501,Javon Kinlaw,26,SFO,DT,17,6,0,2,1,50,11,11,5.5,0,66.7,-6.5,-7,18,0,3,2,2,3.5,9,25,1,3.8,KinlJa00,
502,Tyquan Lewis,28,IND,DE,17,0,0,2,0,0,0,0,0,39.6,-1.5,0,0,0,2,6,2,4,13,25,1,3.8,LewiTy00,,
503,Josh Paschal,24,DET,DL,12,4,0,1,1,100,-5,-5,-5,0,79.2,-8,-8,3,1,2,2,1,1,5,25,3,10.7,PascJo00,
504,Mike Purcell,32,DEN,DL,16,10,0,0,0,0,0,0,0,0,0,4,2,0,4,25,2,7.4,PurcMi00,,,,,,
505,Alex Wright,23,CLE,DE,16,1,0,3,3,100,24,8,8,0,100,1.3,4,20,1,2,1,2,5,8,25,2,7.4,WrigAl01,
506,Chase Young,24,2TM,DL,16,6,0,1,1,100,-4,-4,-4,0,79.2,-5,-5,1,1,9,6,2,7.5,25,25,3,10.7,YounCh04,
506,Chase Young,24,WAS,RDE,7,6,0,1,1,100,-4,-4,-4,0,79.2,-5,-5,1,1,9,3,1,5,18,15,2,11.8,YounCh04,
506,Chase Young,24,SFO,DL,9,0,0,0,0,0,0,0,0,0,0,3,1,2.5,7,10,1,9.1,YounCh04,,,,,,
507,Montravius Adams,28,PIT,DT,13,8,0,1,1,100,1,1,1,0,79.2,-3,-3,4,1,3,0,1,0,3,24,0,0,AdamMo00,
508,Bryan Bresee,22,NOR,DT,17,0,0,2,2,100,15,7.5,7.5,0,97.9,3.5,7,8,0,5,3,6,4.5,13,24,0,0,BresBr00,
509,Folorunso Fatukasi,28,JAX,NT,16,16,0,0,0,0,0,0,0,0,2,2,1,0,4,24,1,4,FatuFo00,,,,,,
510,Greg Gaines,27,TAM,DL,17,2,0,1,0,0,0,0,0,39.6,-2,0,0,0,1,4,0,1,6,24,2,7.7,GainGr00,,
511,Anthony Johnson,24,GNB,S,12,4,1,13,8,61.5,142,17.8,10.9,0,66.8,11.2,90,52,0,0,0,0,0,0,24,8,25,JohnAn08,
512,Jaleel Johnson,29,TEN,DT,12,4,0,1,0,0,0,0,0,39.6,-3,0,0,0,0,0,0,1,1,24,0,0,JohnJa09,,
513,Jeremiah Ledbetter,29,JAX,DL,17,2,0,3,2,66.7,9,4.5,3,0,70.1,-1,-10,19,0,2,1,1,0,3,24,4,14.3,LedbJe00,
514,Del'Shawn Phillips,27,BAL,LB,17,1,0,7,6,85.7,30,5,4.3,0,84.5,-0.6,-2,32,0,0,0,0,0,0,24,3,11.1,PhilDe00,
515,Drew Sanders,22,DEN,LB,17,4,0,13,11,84.6,126,11.5,9.7,1,132.7,0.4,4,122,12,1,1,0,0,2,24,6,20,SandDr00,
516,Jihad Ward,29,NYG,OLB,17,9,0,2,2,100,28,14,14,0,118.7,1.5,3,25,78,5,4,0,5,15,24,4,14.3,WardJi02,
517,Artie Burns,28,SEA,CB,14,1,0,20,13,65,159,12.2,8,0,89.4,5,53,106,4,0,0,1,0,0,23,3,11.5,BurnAr00,
518,Zachary Carter,24,CIN,DT,17,5,0,3,3,100,12,4,4,0,83.3,-3.7,-11,23,0,1,2,1,0,3,23,1,4.2,CartZa00,
519,Ta'Quon Graham,25,ATL,DL,15,2,0,0,0,0,0,0,0,0,0,1,0,1,2,23,1,4.2,GrahTa00,,,,,,
520,Grady Jarrett,30,ATL,DL,8,8,0,0,0,0,0,0,0,0,2,6,2,1.5,10,23,2,8,JarrGr00,,,,,,
521,Jaylon Jones,26,CHI,DB,17,0,0,15,12,80,105,8.8,7,0,95.8,6.2,79,26,3,1,1,0,0,2,23,2,8,JoneJa12,
522,Odafe Oweh,25,BAL,OLB,13,5,0,4,4,100,50,12.5,12.5,0,118.7,1.3,5,45,1,2,8,0,5,15,23,3,11.5,OwehJa00,
523,Troy Reeder,29,LAR,LB,17,6,0,9,8,88.9,107,13.4,11.9,1,153.2,7.2,67,40,8,0,0,0,0,0,23,3,11.5,ReedTr01,
524,Shaun Wade,25,NWE,CB,14,6,0,34,22,64.7,244,11.1,7.2,0,85.9,9.9,165,79,0,0,0,0,0,0,23,2,8,WadeSh00,
525,Garrett Williams,22,ARI,CB,9,6,1,27,18,66.7,162,9,6,1,79.6,6.9,67,95,1,0,0,0,0,0,23,1,4.2,WillGa00,
526,Taven Bryan,27,IND,DT,17,7,0,0,0,0,0,0,0,0,2,0,0,2,4,22,0,0,BryaTa00,,,,,,
527,Eric Garror,23,TEN,DB,12,4,0,32,15,46.9,129,8.6,4,1,68.4,9.5,90,39,1,0,1,0,0,1,22,2,8.3,GarrEr00,
528,Kevin Givens,26,SFO,DL,17,1,0,3,3,100,6,2,2,0,79.2,-4,-12,18,0,0,2,1,1.5,4,22,2,8.3,GiveKe01,
529,Logan Hall,23,TAM,DL,16,13,0,0,0,0,0,0,0,0,1,0,1,0.5,2,22,2,8.3,HallLo00,,,,,,
530,Kurt Hinish,24,HOU,DT,17,1,0,1,1,100,10,10,10,0,108.3,-2,-2,12,0,1,1,0,0.5,3,22,6,21.4,HiniKu00,
531,Albert Huggins,26,ATL,DL,13,5,0,1,1,100,1,1,1,0,79.2,-3,-3,4,0,0,1,0,0,1,22,0,0,HuggAl01,
532,Maurice Hurst Jr.,28,CLE,DT,13,0,1,3,1,33.3,7,7,2.3,0,2.8,2.3,0,7,0,2,3,1,1.5,7,22,2,8.3,HursMa00,
533,Josh Jobe,25,PHI,CB,17,3,0,26,14,53.8,176,12.6,6.8,1,88,12.7,126,50,1,0,0,0,0,0,22,2,8.3,JobeJo00,
534,Yannick Ngakoue,28,CHI,DL,13,13,0,1,1,100,6,6,6,1,131.2,-2,-2,8,3,4,3,0,4,11,22,4,15.4,NgakYa00,
535,Kyle Peko,30,TEN,DT,13,10,0,1,1,100,-3,-3,-3,0,79.2,-7,-7,4,0,2,2,0,0,4,22,3,12,PekoKy00,
536,Jalen Ramsey,29,MIA,CB,10,10,3,39,21,53.8,259,12.3,6.6,1,51.1,12.3,178,81,2,0,0,0,0,0,22,3,12,PB,RamsJa00
537,Bradley Roby,31,PHI,CB,9,2,0,33,20,60.6,189,9.5,5.7,0,76.5,7.9,84,105,5,0,1,0,0,1,22,7,24.1,RobyBr00,
538,James Smith-Williams,26,WAS,DE,13,7,0,3,3,100,-3,-1,-1,0,79.2,-4,-12,9,1,1,7,0,1,9,22,3,12,SmitJa08,
539,M.J. Stewart,28,HOU,S,8,1,0,13,8,61.5,65,8.1,5,0,74.2,7.1,49,16,4,0,1,0,0,1,22,2,8.3,StewM.00,
540,Chandon Sullivan,27,PIT,CB,17,2,1,28,17,60.7,145,8.5,5.2,0,59.4,5.9,111,34,34,3,0,2,0,3,22,4,15.4,SullCh00,
541,Cameron Thomas,23,ARI,OLB,15,3,0,0,0,0,0,0,0,0,3,1,1,0,4,22,2,8.3,ThomCa03,,,,,,
542,Juanyeh Thomas,23,DAL,S,16,1,0,16,10,62.5,107,10.7,6.7,1,102.9,3.3,15,92,1,0,0,0,0,0,22,3,12,ThomJu03,
543,Trenton Thompson,26,PIT,DB,6,1,1,13,8,61.5,79,9.9,6.1,0,46.6,6.2,15,64,3,1,0,0,0,1,22,5,18.5,ThomTr01,
544,Marlon Tuipulotu,24,PHI,DT,14,0,0,1,1,100,1,1,1,0,79.2,-4,-4,5,0,1,0,0,2,3,22,1,4.3,TuipMa00,
545,Brent Urban,32,BAL,DE,17,3,0,2,1,50,5,5,2.5,0,56.2,5,-1,6,0,2,2,2,3,7,22,0,0,UrbaBr00,
546,Derek Barnett,27,2TM,DE,14,4,0,0,0,0,0,0,0,2,0,8,0,2.5,11,22,2,8.3,BarnDe01,,,,,,
546,Derek Barnett,27,PHI,DE,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,40,BarnDe01,,,,,,
546,Derek Barnett,27,HOU,DE,6,4,0,0,0,0,0,0,0,1,0,8,0,2.5,11,19,0,0,BarnDe01,,,,,,
547,Duron Harmon,32,2TM,S,7,1,1,13,10,76.9,87,8.7,6.7,1,87.7,7.5,61,26,7,0,0,0,1,1,22,0,0,HarmDu00,
547,Duron Harmon,32,CHI,S,3,1,0,3,2,66.7,17,8.5,5.7,0,81.2,4.7,13,4,1,0,0,0,0,0,6,0,0,HarmDu00,
547,Duron Harmon,32,CLE,S,4,0,1,10,8,80,70,8.8,7,1,89.6,8.3,48,22,6,0,0,0,1,1,16,0,0,HarmDu00,
548,Amare Barno,24,CAR,OLB,15,1,0,1,1,100,1,1,1,0,79.2,0,0,1,3,0,0,0,0,0,21,1,4.5,BarnAm00,
549,Mario Edwards,29,SEA,DE,15,1,0,2,2,100,3,1.5,1.5,0,79.2,-4.5,-9,12,0,0,2,1,2,4,21,3,12.5,EdwaMa01,
550,Jordan Elliott,26,CLE,DT,17,14,0,2,1,50,6,6,3,0,56.2,0,0,6,0,2,0,0,2.5,5,21,2,8.7,ElliJo02,
551,Christian Elliss,24,PHI,LB,12,1,0,5,3,60,49,16.3,9.8,0,92.9,3.4,22,27,8,1,0,0,0,1,21,2,8.7,ElliCh00,
552,Tre Flowers,28,ATL,CB,17,3,0,14,9,64.3,132,14.7,9.4,2,134.5,12.5,70,62,3,0,0,0,0,0,21,1,4.5,FlowTr01,
553,Mike Hughes,26,ATL,CB,15,4,0,19,10,52.6,104,10.4,5.5,1,86.3,10.2,65,39,4,0,0,0,0,0,21,2,8.7,HughMi00,
554,Theo Jackson,25,MIN,S,15,0,1,15,13,86.7,208,16,13.9,1,113.2,8.5,106,102,2,0,1,0,0,1,21,1,4.5,JackTh00,
555,Cameron Lewis,26,BUF,CB,17,0,0,15,10,66.7,107,10.7,7.1,0,87.4,7.7,75,32,2,0,0,0,0,0,21,1,4.5,LewiCa00,
556,Kaevon Merriweather,24,TAM,S,16,2,0,7,4,57.1,42,10.5,6,0,74.7,16.4,36,6,2,1,0,0,0,1,21,1,4.5,MerrKa00,
557,Otito Ogbonnia,23,LAC,DT,8,2,0,0,0,0,0,0,0,0,0,2,0,0,2,21,0,0,OgboOt00,,,,,,
558,Otis Reese,25,TEN,LB,7,3,0,7,6,85.7,29,4.8,4.1,0,83.9,4.4,16,13,1,0,0,0,0,0,21,2,8.7,ReesOt00,
559,Kelee Ringo,21,PHI,CB,17,4,1,11,7,63.6,102,14.6,9.3,1,86.2,17.1,76,26,1,0,0,0,1,1,21,0,0,RingKe00,
560,Malcolm Rodriguez,24,DET,LB,17,3,0,11,8,72.7,95,11.9,8.6,0,98.7,4.5,41,54,15,0,0,0,0,0,21,2,8.7,RodrMa00,
561,Teair Tart,26,TEN,LDT,11,9,0,0,0,0,0,0,0,0,1,3,0,1,5,21,1,4.5,TartTe00,,,,,,
562,Tershawn Wharton,25,KAN,DT,17,1,0,1,0,0,0,0,0,39.6,-3,0,0,0,1,3,0,2,6,21,0,0,WharTe00,,
563,Essang Bassey,25,2TM,DB,15,2,0,21,14,66.7,169,12.1,8,1,107,6,56,113,4,0,0,0,0,0,21,6,22.2,BassEs01,
563,Essang Bassey,25,DEN,DB,4,1,0,7,6,85.7,39,6.5,5.6,0,89.9,-0.6,-9,48,0,0,0,0,0,0,8,4,33.3,BassEs01,
563,Essang Bassey,25,LAC,CB,11,1,0,14,8,57.1,130,16.3,9.3,1,112.2,9.4,65,65,4,0,0,0,0,0,13,2,13.3,BassEs01,
564,Joey Bosa,28,LAC,OLB,9,5,0,0,0,0,0,0,0,3,6,2,0,6.5,15,20,1,4.8,BosaJo00,,,,,,
565,Karl Brooks,23,GNB,DL,17,0,0,1,1,100,-3,-3,-3,0,79.2,-4,-4,1,0,4,1,4,4,9,20,1,4.8,BrooKa00,
566,Gervon Dexter,22,CHI,DL,17,1,0,1,0,0,0,0,0,39.6,0,0,0,0,4,9,0,2.5,17,20,2,9.1,DextGe00,,
567,A.J. Epenesa,25,BUF,DE,15,1,2,3,2,66.7,25,12.5,8.3,0,52.8,6.3,17,8,1,4,3,7,6.5,14,20,4,16.7,EpenAJ00,
568,Markus Golden,32,PIT,LB,16,0,0,2,1,50,14,14,7,0,72.9,-3.5,-7,21,14,0,5,1,4,9,20,0,0,GoldMa00,
569,Tyler Hall,25,LVR,CB,11,3,0,15,13,86.7,98,7.5,6.5,0,93.9,3.7,17,81,6,1,0,0,0,1,20,0,0,HallTy01,
570,Malik Harrison,25,BAL,LB,14,8,0,5,5,100,30,6,6,0,91.7,0.6,3,27,7,1,1,0,0,2,20,2,9.1,HarrMa06,
571,Ronnie Harrison,26,IND,LB,7,3,2,5,2,40,15,7.5,3,0,8.3,10.4,2,13,3,0,0,0,1,1,20,4,16.7,HarrRo02,
572,Myles Murphy,21,CIN,DE,17,0,0,3,3,100,54,18,18,0,118.7,2,6,48,0,3,0,0,3,6,20,1,4.8,MurpMy00,
573,Emmanuel Ogbah,30,MIA,NT,15,1,1,0,0,0,0,0,0,1,6,2,1,5.5,15,20,4,16.7,OgbaEm00,,,,,,
574,Zacch Pickens,23,CHI,DL,17,0,0,0,0,0,0,0,0,0,1,1,1,0.5,3,20,2,9.1,PickZa00,,,,,,
575,Isaiah Pola-Mao,24,LVR,S,16,0,1,8,6,75,41,6.8,5.1,0,46.4,9.6,28,13,0,0,0,0,1,1,20,3,13,PolaIs00,
576,Jalen Reeves-Maybin,28,DET,LB,17,0,0,8,5,62.5,68,13.6,8.5,0,89.6,5.1,39,29,14,0,1,1,1,2,20,2,9.1,PBAP-2,ReevJa00
577,Zeke Turner,27,ARI,LB,16,1,0,2,2,100,17,8.5,8.5,0,102.1,3.5,7,10,0,0,0,0,0,0,20,0,0,TurnZe00,
578,Rashad Weaver,26,TEN,OLB,15,0,0,1,1,100,13,13,13,0,118.7,0,0,13,0,2,0,0,0,2,20,2,9.1,WeavRa00,
579,Randy Gregory,31,2TM,LB,16,3,0,5,4,80,34,8.5,6.8,0,95,1.2,-3,37,7,3,6,1,3.5,13,20,1,4.8,GregRa00,
579,Randy Gregory,31,DEN,LB,4,3,0,0,0,0,0,0,0,3,0,1,1,1,2,9,0,0,GregRa00,,,,,,
579,Randy Gregory,31,SFO,LB,12,0,0,5,4,80,34,8.5,6.8,0,95,1.2,-3,37,4,3,5,0,2.5,11,11,1,8.3,GregRa00,
580,Troy Andersen,24,ATL,LB,2,2,0,9,7,77.8,49,7,5.4,0,89.4,2.6,13,36,8,0,0,0,0.5,1,19,4,17.4,AndeTr00,
581,Justin Bethel,33,MIA,CB,17,1,0,10,9,90,80,8.9,8,3,139.6,7.8,50,30,4,0,0,0,0.5,1,19,1,5,BethJu00,
582,Demetrius Flannigan-Fowles,27,SFO,LB,16,1,0,4,2,50,38,19,9.5,0,83.3,7.3,18,20,2,0,0,0,0,0,19,1,5,FlanDe00,
583,William Gholston,32,TAM,DL,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,19,1,5,GholWi00,,,,,,
